Monster,Move
Frillypad,Wallop
Frillypad,Water Camouflage
Frillypad,Water Coating
Frillypad,Water Wall
Frillypad,Waterproof
Frillypad,Wink
Frillypad,Woodcutter
Liligator,Acorn Mortar
Liligator,AP Boost
Liligator,AP Drain
Liligator,AP Refund
Liligator,AP Starter
Liligator,AP Steal
Liligator,Berserker
Liligator,Bish Bash Bosh
Liligator,Bite
Liligator,Bloodlust
Liligator,Boil
Liligator,Brace for Impact
Liligator,Call For Help
Liligator,Carnivore
Liligator,Change the Record
Liligator,Clobber
Liligator,Compliment
Liligator,Critical AP
Liligator,Criticise
Liligator,Crossfade
Liligator,Custom Starter
Liligator,Defend
Liligator,Delegate
Liligator,Desperation
Liligator,Doc Leaf
Liligator,Dodge
Liligator,Double Slice
Liligator,Double Smack
Liligator,Déjà Vu
Liligator,Elemental Coating
Liligator,Elemental Wall
Liligator,Energy Shot
Liligator,Energy Wave
Liligator,Final Breath
Liligator,Focus
Liligator,Fog
Liligator,Frozen Ground
Liligator,Gambit
Liligator,Gasoline Spray
Liligator,Headshot
Liligator,Hypnotise
Liligator,Icicle Dart
Liligator,Last Rites
Liligator,Leech
Liligator,Life Absorb
Liligator,Liquid Body
Liligator,Machine Curse
Liligator,Multi Shot
Liligator,Multi Smack
Liligator,Neutralise
Liligator,New Leaf
Liligator,Nod
Liligator,Parry Stance
Liligator,Peekaboo
Liligator,Pity AP
Liligator,Plant Camouflage
Liligator,Plant Coating
Liligator,Plant Resistance
Liligator,Plant Wall
Liligator,Poison Pollen
Liligator,Pre-emptive Strike
Liligator,Provoke
Liligator,Quick Smack
Liligator,Raise Arms
Liligator,Raise Shields
Liligator,Random Starter
Liligator,Rapid Fire
Liligator,Revenge Strike
Liligator,Roll Again
Liligator,Sharpen
Liligator,Shield Bash
Liligator,Slice
Liligator,Smack
Liligator,Snooze Spore
Liligator,Snow Rush
Liligator,Spit
Liligator,Splinter
Liligator,Spray
Liligator,Sprint
Liligator,Status Resistance
Liligator,Sticky Tongue
Liligator,Sturdy Armour
Liligator,Taunt
Liligator,The Old 1-2
Liligator,Throw
Liligator,Torrent
Liligator,Trap Jaw
Liligator,Trick
Liligator,Trip
Liligator,Undertow
Liligator,Unshakeable
Liligator,Wallop
Liligator,Water Camouflage
Liligator,Water Coating
Liligator,Water Wall
Liligator,Waterproof
Liligator,Wink
Liligator,Woodcutter
Elfless,AP Boost
Elfless,AP Donate
Elfless,AP Drain
Elfless,AP Factory
Elfless,AP Refund
Elfless,AP Starter
Elfless,AP Steal
Elfless,Astral Camouflage
Elfless,Astral Coating
Elfless,Astral Resistance
Elfless,Astral Wall
Elfless,Avalanche
Elfless,Bad Joke
Elfless,Battery
Elfless,bE rAnDoM!!
Elfless,Berserker
Elfless,Bish Bash Bosh
Elfless,Blizzard
Elfless,Bloodlust
Elfless,Breathing Technique
Elfless,Call For Help
Elfless,Change the Record
Elfless,Clobber
Elfless,Cold Fusion
Elfless,Compliment
Elfless,Copper Chop
Elfless,Copy That
Elfless,Critical AP
Elfless,Criticise
Elfless,Crossfade
Elfless,Crystal Lens
Elfless,Custom Starter
Elfless,Damage Roll
Elfless,Deep Freeze
Elfless,Defend
Elfless,Delegate
Elfless,Desperation
Elfless,Dodge
Elfless,Double Slice
Elfless,Double Smack
Elfless,Dual Wield
Elfless,Déjà Vu
Elfless,Elemental Coating
Elfless,Elemental Wall
Elfless,Energy Shot
Elfless,Energy Wave
Elfless,Focus
Elfless,Frozen Ground
Elfless,Gambit
Elfless,Gasoline Spray
Elfless,Glitter Bomb
Elfless,Glitter Resistance
Elfless,Headshot
Elfless,Hypnotise
Elfless,Ice Breaker
Elfless,Ice Camouflage
Elfless,Ice Coating
Elfless,Ice Resistance
Elfless,Ice Wall
Elfless,Icicle Dart
Elfless,Inflame
Elfless,Insomnia
Elfless,Jagged Edge
Elfless,Last Rites
Elfless,Machine Curse
Elfless,Magic Tome
Elfless,Meditate
Elfless,Mind-Meld
Elfless,Multi Shot
Elfless,Multi Smack
Elfless,Multicopy
Elfless,Neutralise
Elfless,Nod
Elfless,Nurse
Elfless,Parry Stance
Elfless,Peekaboo
Elfless,Pity AP
Elfless,Plant Resistance
Elfless,Pre-emptive Strike
Elfless,Provoke
Elfless,Quick Smack
Elfless,Raise Arms
Elfless,Raise Shields
Elfless,Random Starter
Elfless,Rapid Fire
Elfless,Revenge Strike
Elfless,Ritual
Elfless,Roll Again
Elfless,Sharpen
Elfless,Slice
Elfless,Smack
Elfless,Snow Rush
Elfless,Spit
Elfless,Splinter
Elfless,Spray
Elfless,Sprint
Elfless,Superheated Fist
Elfless,Taunt
Elfless,The Old 1-2
Elfless,Throw
Elfless,Toy Hammer
Elfless,Treat
Elfless,Trick
Elfless,Trip
Elfless,Vengeful Curse
Elfless,Wallop
Elfless,Wink
Elfless,Woodcutter
Elfless,Yule Regret That
Grampus,AP Boost
Grampus,AP Donate
Grampus,AP Drain
Grampus,AP Factory
Grampus,AP Refund
Grampus,AP Starter
Grampus,AP Steal
Grampus,Astral Camouflage
Grampus,Astral Coating
Grampus,Astral Resistance
Grampus,Astral Wall
Grampus,Avalanche
Grampus,Bad Joke
Grampus,Battery
Grampus,bE rAnDoM!!
Grampus,Berserker
Grampus,Bish Bash Bosh
Grampus,Blizzard
Grampus,Bloodlust
Grampus,Brace for Impact
Grampus,Breathing Technique
Grampus,Call For Help
Grampus,Change the Record
Grampus,Clobber
Grampus,Cold Fusion
Grampus,Compliment
Grampus,Copper Chop
Grampus,Copy That
Grampus,Critical AP
Grampus,Criticise
Grampus,Crossfade
Grampus,Crystal Lens
Grampus,Custom Starter
Grampus,Damage Roll
Grampus,Deep Freeze
Grampus,Defend
Grampus,Delegate
Grampus,Desperation
Grampus,Dodge
Grampus,Double Slice
Grampus,Double Smack
Grampus,Dual Wield
Grampus,Déjà Vu
Grampus,Echolocation
Grampus,Elemental Coating
Grampus,Elemental Wall
Grampus,Energy Shot
Grampus,Energy Wave
Grampus,Final Breath
Grampus,Focus
Grampus,Frozen Ground
Grampus,Gambit
Grampus,Gasoline Spray
Grampus,Glitter Bomb
Grampus,Glitter Resistance
Grampus,Headshot
Grampus,Hypnotise
Grampus,Ice Breaker
Grampus,Ice Camouflage
Grampus,Ice Coating
Grampus,Ice Resistance
Grampus,Ice Wall
Grampus,Icicle Dart
Grampus,Inflame
Grampus,Insomnia
Grampus,Jagged Edge
Grampus,Last Rites
Grampus,Machine Curse
Grampus,Magic Tome
Grampus,Meditate
Grampus,Mind-Meld
Grampus,Multi Shot
Grampus,Multi Smack
Grampus,Multicopy
Grampus,Neutralise
Grampus,Nod
Grampus,Nurse
Grampus,Parry Stance
Grampus,Peekaboo
Grampus,Pity AP
Grampus,Plant Resistance
Grampus,Pre-emptive Strike
Grampus,Provoke
Grampus,Quick Smack
Grampus,Raise Arms
Grampus,Raise Shields
Grampus,Random Starter
Grampus,Rapid Fire
Grampus,Revenge Strike
Grampus,Ritual
Grampus,Roll Again
Grampus,Self-Assured
Grampus,Sharpen
Grampus,Shield Bash
Grampus,Slice
Grampus,Smack
Grampus,Snow Rush
Grampus,Spit
Grampus,Splinter
Grampus,Spray
Grampus,Sprint
Grampus,Status Resistance
Grampus,Sturdy Armour
Grampus,Superheated Fist
Grampus,Taunt
Grampus,The Old 1-2
Grampus,Throw
Grampus,Toy Hammer
Grampus,Treat
Grampus,Trick
Grampus,Trip
Grampus,Unshakeable
Grampus,Vengeful Curse
Grampus,Wallop
Grampus,Wink
Grampus,Woodcutter
Grampus,Yule Regret That
Faerious,AP Boost
Faerious,AP Donate
Faerious,AP Drain
Faerious,AP Factory
Faerious,AP Refund
Faerious,AP Starter
Faerious,AP Steal
Faerious,Astral Camouflage
Faerious,Astral Coating
Faerious,Astral Resistance
Faerious,Astral Wall
Faerious,Avalanche
Faerious,Bad Joke
Faerious,Battery
Faerious,bE rAnDoM!!
Faerious,Berserker
Faerious,Bish Bash Bosh
Faerious,Blizzard
Faerious,Bloodlust
Faerious,Breathing Technique
Faerious,Call For Help
Faerious,Change the Record
Faerious,Clobber
Faerious,Cold Fusion
Faerious,Compliment
Faerious,Copper Chop
Faerious,Copy That
Faerious,Critical AP
Faerious,Criticise
Faerious,Crossfade
Faerious,Crystal Lens
Faerious,Custom Starter
Faerious,Damage Roll
Faerious,Deep Freeze
Faerious,Defend
Faerious,Delegate
Faerious,Desperation
Faerious,Dodge
Faerious,Double Slice
Faerious,Double Smack
Faerious,Dual Wield
Faerious,Déjà Vu
Faerious,Elemental Coating
Faerious,Elemental Wall
Faerious,Energy Shot
Faerious,Energy Wave
Faerious,Focus
Faerious,Frozen Ground
Faerious,Gambit
Faerious,Gasoline Spray
Faerious,Glitter Bomb
Faerious,Glitter Resistance
Faerious,Headshot
Faerious,Heroic Blade
Faerious,Hypnotise
Faerious,Ice Breaker
Faerious,Ice Camouflage
Faerious,Ice Coating
Faerious,Ice Resistance
Faerious,Ice Wall
Faerious,Icicle Dart
Faerious,Inflame
Faerious,Insomnia
Faerious,Jagged Edge
Faerious,Last Rites
Faerious,Machine Curse
Faerious,Magic Tome
Faerious,Meditate
Faerious,Mind-Meld
Faerious,Multi Shot
Faerious,Multi Smack
Faerious,Multicopy
Faerious,Neutralise
Faerious,Nod
Faerious,Nurse
Faerious,Parry Stance
Faerious,Peekaboo
Faerious,Pity AP
Faerious,Plant Resistance
Faerious,Pre-emptive Strike
Faerious,Provoke
Faerious,Quick Smack
Faerious,Raise Arms
Faerious,Raise Shields
Faerious,Random Starter
Faerious,Rapid Fire
Faerious,Revenge Strike
Faerious,Ritual
Faerious,Roll Again
Faerious,Sharp Edges
Faerious,Sharpen
Faerious,Silicon Slash
Faerious,Slice
Faerious,Smack
Faerious,Snow Rush
Faerious,Spit
Faerious,Splinter
Faerious,Spray
Faerious,Sprint
Faerious,Stab In The Dark
Faerious,Superheated Fist
Faerious,Taunt
Faerious,The Old 1-2
Faerious,Throw
Faerious,Toxic Stab
Faerious,Toy Hammer
Faerious,Treat
Faerious,Trick
Faerious,Trip
Faerious,Vengeful Curse
Faerious,Wallop
Faerious,Wink
Faerious,Woodcutter
Faerious,Yule Regret That
Brushroom,Acorn Mortar
Brushroom,Air Camouflage
Brushroom,Air Coating
Brushroom,AP Boost
Brushroom,AP Drain
Brushroom,AP Refund
Brushroom,AP Starter
Brushroom,Astral Camouflage
Brushroom,Astral Coating
Brushroom,Bad Joke
Brushroom,Battery
Brushroom,bE rAnDoM!!
Brushroom,Beast Camouflage
Brushroom,Beast Coating
Brushroom,Bish Bash Bosh
Brushroom,Call For Help
Brushroom,Change the Record
Brushroom,Chemical Imbalance
Brushroom,Clobber
Brushroom,Compliment
Brushroom,Copper Chop
Brushroom,Copy That
Brushroom,Critical AP
Brushroom,Criticise
Brushroom,Crossfade
Brushroom,Custom Starter
Brushroom,Damage Roll
Brushroom,Defend
Brushroom,Delegate
Brushroom,Desperation
Brushroom,Doc Leaf
Brushroom,Dodge
Brushroom,Double Slice
Brushroom,Double Smack
Brushroom,Dual Wield
Brushroom,Earth Camouflage
Brushroom,Earth Coating
Brushroom,Elemental Coating
Brushroom,Elemental Wall
Brushroom,Energy Shot
Brushroom,Energy Wave
Brushroom,Fire Camouflage
Brushroom,Fire Coating
Brushroom,Focus
Brushroom,Gambit
Brushroom,Gasoline Spray
Brushroom,Glass Camouflage
Brushroom,Glass Coating
Brushroom,Glitter Bomb
Brushroom,Glitter Resistance
Brushroom,Headshot
Brushroom,Ice Camouflage
Brushroom,Ice Coating
Brushroom,Inflame
Brushroom,Last Rites
Brushroom,Leech
Brushroom,Life Absorb
Brushroom,Lightning Camouflage
Brushroom,Lightning Coating
Brushroom,Machine Curse
Brushroom,Metal Camouflage
Brushroom,Metal Coating
Brushroom,Multi Shot
Brushroom,Multi Smack
Brushroom,Multicopy
Brushroom,New Leaf
Brushroom,Nod
Brushroom,Paint Swipe
Brushroom,Peekaboo
Brushroom,Pity AP
Brushroom,Plant Camouflage
Brushroom,Plant Coating
Brushroom,Plant Resistance
Brushroom,Plant Wall
Brushroom,Plastic Camouflage
Brushroom,Plastic Coating
Brushroom,Plastic Resistance
Brushroom,Plastic Wall
Brushroom,Poison Camouflage
Brushroom,Poison Coating
Brushroom,Poison Pollen
Brushroom,Poison Resistance
Brushroom,Poison Wall
Brushroom,Provoke
Brushroom,Pustule Bomb
Brushroom,Raise Arms
Brushroom,Raise Shields
Brushroom,Random Starter
Brushroom,Roll Again
Brushroom,Sharpen
Brushroom,Slice
Brushroom,Smack
Brushroom,Snooze Spore
Brushroom,Spit
Brushroom,Splinter
Brushroom,Spray
Brushroom,Sprint
Brushroom,Sticky Spray
Brushroom,Superheated Fist
Brushroom,Taunt
Brushroom,The Old 1-2
Brushroom,Throw
Brushroom,Toxic Stab
Brushroom,Toy Hammer
Brushroom,Treat
Brushroom,Trick
Brushroom,Trip
Brushroom,Wallop
Brushroom,Water Camouflage
Brushroom,Water Coating
Brushroom,Wink
Brushroom,Woodcutter
Fungogh,Acorn Mortar
Fungogh,Air Camouflage
Fungogh,Air Coating
Fungogh,AP Boost
Fungogh,AP Drain
Fungogh,AP Refund
Fungogh,AP Starter
Fungogh,Astral Camouflage
Fungogh,Astral Coating
Fungogh,Bad Joke
Fungogh,Battery
Fungogh,bE rAnDoM!!
Fungogh,Beast Camouflage
Fungogh,Beast Coating
Fungogh,Bish Bash Bosh
Fungogh,Call For Help
Fungogh,Change the Record
Fungogh,Chemical Imbalance
Fungogh,Clobber
Fungogh,Compliment
Fungogh,Copper Chop
Fungogh,Copy That
Fungogh,Critical AP
Fungogh,Criticise
Fungogh,Crossfade
Fungogh,Custom Starter
Fungogh,Damage Roll
Fungogh,Defend
Fungogh,Delegate
Fungogh,Desperation
Fungogh,Doc Leaf
Fungogh,Dodge
Fungogh,Double Slice
Fungogh,Double Smack
Fungogh,Dual Wield
Fungogh,Déjà Vu
Fungogh,Earth Camouflage
Fungogh,Earth Coating
Fungogh,Elemental Coating
Fungogh,Elemental Wall
Fungogh,Energy Shot
Fungogh,Energy Wave
Fungogh,Fire Camouflage
Fungogh,Fire Coating
Fungogh,Flirt
Fungogh,Focus
Fungogh,Frozen Ground
Fungogh,Gambit
Fungogh,Gasoline Spray
Fungogh,Glass Camouflage
Fungogh,Glass Coating
Fungogh,Glitter Bomb
Fungogh,Glitter Resistance
Fungogh,Headshot
Fungogh,Ice Camouflage
Fungogh,Ice Coating
Fungogh,Icicle Dart
Fungogh,Inflame
Fungogh,Last Rites
Fungogh,Leech
Fungogh,Life Absorb
Fungogh,Lightning Camouflage
Fungogh,Lightning Coating
Fungogh,Machine Curse
Fungogh,Metal Camouflage
Fungogh,Metal Coating
Fungogh,Multi Shot
Fungogh,Multi Smack
Fungogh,Multicopy
Fungogh,New Leaf
Fungogh,Nod
Fungogh,Paint Swipe
Fungogh,Peekaboo
Fungogh,Pity AP
Fungogh,Plant Camouflage
Fungogh,Plant Coating
Fungogh,Plant Resistance
Fungogh,Plant Wall
Fungogh,Plastic Camouflage
Fungogh,Plastic Coating
Fungogh,Plastic Resistance
Fungogh,Plastic Wall
Fungogh,Poison Camouflage
Fungogh,Poison Coating
Fungogh,Poison Pollen
Fungogh,Poison Resistance
Fungogh,Poison Wall
Fungogh,Provoke
Fungogh,Pustule Bomb
Fungogh,Quick Smack
Fungogh,Raise Arms
Fungogh,Raise Shields
Fungogh,Random Starter
Fungogh,Rapid Fire
Fungogh,Roll Again
Fungogh,Sharpen
Fungogh,Slice
Fungogh,Smack
Fungogh,Snooze Spore
Fungogh,Snow Rush
Fungogh,Spit
Fungogh,Splinter
Fungogh,Spray
Fungogh,Sprint
Fungogh,Sticky Spray
Fungogh,Superheated Fist
Fungogh,Taunt
Fungogh,The Old 1-2
Fungogh,Throw
Fungogh,Toxic Stab
Fungogh,Toy Hammer
Fungogh,Treat
Fungogh,Trick
Fungogh,Trip
Fungogh,Wallop
Fungogh,Water Camouflage
Fungogh,Water Coating
Fungogh,Wink
Fungogh,Woodcutter
Boltam,AP Boost
Boltam,AP Drain
Boltam,AP Refund
Boltam,AP Starter
Boltam,Battery
Boltam,Beast Camouflage
Boltam,Beast Coating
Boltam,Beast Resistance
Boltam,Beast Wall
Boltam,Bish Bash Bosh
Boltam,Bolt From The Blue
Boltam,Broadcast
Boltam,Charge
Boltam,Clobber
Boltam,Compliment
Boltam,Copper Chop
Boltam,Critical AP
Boltam,Criticise
Boltam,Crossfade
Boltam,Custom Starter
Boltam,Defend
Boltam,Delegate
Boltam,Desperation
Boltam,Dodge
Boltam,Double Slice
Boltam,Double Smack
Boltam,Dual Wield
Boltam,Déjà Vu
Boltam,Echolocation
Boltam,Elemental Coating
Boltam,Elemental Wall
Boltam,Energy Shot
Boltam,Energy Wave
Boltam,Flirt
Boltam,Focus
Boltam,Frozen Ground
Boltam,Gambit
Boltam,Glitter Bomb
Boltam,Glitter Resistance
Boltam,Grounded
Boltam,Headshot
Boltam,Icicle Dart
Boltam,Ionised Air
Boltam,Last Rites
Boltam,Lightning Bolt
Boltam,Lightning Camouflage
Boltam,Lightning Coating
Boltam,Lightning Wall
Boltam,Magnet
Boltam,Metal Resistance
Boltam,Multi Shot
Boltam,Multi Smack
Boltam,Nod
Boltam,Pity AP
Boltam,Prismatic
Boltam,Quick Smack
Boltam,Raise Arms
Boltam,Raise Shields
Boltam,Random Starter
Boltam,Rapid Fire
Boltam,Roll Again
Boltam,Sharpen
Boltam,Slice
Boltam,Smack
Boltam,Snow Rush
Boltam,Spit
Boltam,Spray
Boltam,Sprint
Boltam,Superheated Fist
Boltam,The Old 1-2
Boltam,Throw
Boltam,Thunder Blast
Boltam,Toy Hammer
Boltam,Trip
Boltam,Unicast
Boltam,Wallop
Boltam,Wink
Plasmantler,AP Boost
Plasmantler,AP Drain
Plasmantler,AP Refund
Plasmantler,AP Starter
Plasmantler,Battery
Plasmantler,Beast Camouflage
Plasmantler,Beast Coating
Plasmantler,Beast Resistance
Plasmantler,Beast Wall
Plasmantler,Berserker
Plasmantler,Bish Bash Bosh
Plasmantler,Bolt From The Blue
Plasmantler,Brace for Impact
Plasmantler,Broadcast
Plasmantler,Charge
Plasmantler,Clobber
Plasmantler,Compliment
Plasmantler,Copper Chop
Plasmantler,Critical AP
Plasmantler,Criticise
Plasmantler,Crossfade
Plasmantler,Custom Starter
Plasmantler,Defend
Plasmantler,Delegate
Plasmantler,Desperation
Plasmantler,Dodge
Plasmantler,Double Slice
Plasmantler,Double Smack
Plasmantler,Dual Wield
Plasmantler,Déjà Vu
Plasmantler,Echolocation
Plasmantler,Elemental Coating
Plasmantler,Elemental Wall
Plasmantler,Energy Shot
Plasmantler,Energy Wave
Plasmantler,Final Breath
Plasmantler,Flirt
Plasmantler,Focus
Plasmantler,Frozen Ground
Plasmantler,Gambit
Plasmantler,Gear Shear
Plasmantler,Glitter Bomb
Plasmantler,Glitter Resistance
Plasmantler,Grounded
Plasmantler,Headshot
Plasmantler,Icicle Dart
Plasmantler,Ionised Air
Plasmantler,Iron Filings
Plasmantler,Jagged Edge
Plasmantler,Last Rites
Plasmantler,Lightning Bolt
Plasmantler,Lightning Camouflage
Plasmantler,Lightning Coating
Plasmantler,Lightning Wall
Plasmantler,Magnet
Plasmantler,Metal Camouflage
Plasmantler,Metal Coating
Plasmantler,Metal Resistance
Plasmantler,Metal Riff
Plasmantler,Metal Wall
Plasmantler,Multi Shot
Plasmantler,Multi Smack
Plasmantler,Nod
Plasmantler,Pity AP
Plasmantler,Prismatic
Plasmantler,Provoke
Plasmantler,Quick Smack
Plasmantler,Raise Arms
Plasmantler,Raise Shields
Plasmantler,Random Starter
Plasmantler,Rapid Fire
Plasmantler,Roll Again
Plasmantler,Sharp Edges
Plasmantler,Sharpen
Plasmantler,Shield Bash
Plasmantler,Shrapnel
Plasmantler,Slice
Plasmantler,Smack
Plasmantler,Snow Rush
Plasmantler,Spit
Plasmantler,Spray
Plasmantler,Sprint
Plasmantler,Status Resistance
Plasmantler,Sturdy Armour
Plasmantler,Superheated Fist
Plasmantler,Taunt
Plasmantler,The Old 1-2
Plasmantler,Throw
Plasmantler,Thunder Blast
Plasmantler,Toy Hammer
Plasmantler,Trip
Plasmantler,Unicast
Plasmantler,Unshakeable
Plasmantler,Wallop
Plasmantler,Wink
Busheye,Acorn Mortar
Busheye,AP Boost
Busheye,AP Drain
Busheye,AP Refund
Busheye,AP Starter
Busheye,AP Steal
Busheye,Berserker
Busheye,Bish Bash Bosh
Busheye,Bloodlust
Busheye,Burning Passion
Busheye,Bushfire
Busheye,Call For Help
Busheye,Change the Record
Busheye,Clobber
Busheye,Compliment
Busheye,Critical AP
Busheye,Criticise
Busheye,Crossfade
Busheye,Custom Starter
Busheye,Defend
Busheye,Delegate
Busheye,Desperation
Busheye,Doc Leaf
Busheye,Dodge
Busheye,Double Slice
Busheye,Double Smack
Busheye,Elemental Coating
Busheye,Elemental Wall
Busheye,Energy Shot
Busheye,Energy Wave
Busheye,Fire Camouflage
Busheye,Fire Coating
Busheye,Focus
Busheye,Gambit
Busheye,Gasoline Spray
Busheye,Headshot
Busheye,Hot Potato
Busheye,Hypnotise
Busheye,Last Rites
Busheye,Leech
Busheye,Life Absorb
Busheye,Machine Curse
Busheye,Multi Shot
Busheye,Multi Smack
Busheye,Neutralise
Busheye,New Leaf
Busheye,Nod
Busheye,Parry Stance
Busheye,Peekaboo
Busheye,Pity AP
Busheye,Plant Camouflage
Busheye,Plant Coating
Busheye,Plant Resistance
Busheye,Plant Wall
Busheye,Poison Pollen
Busheye,Pre-emptive Strike
Busheye,Provoke
Busheye,Raise Arms
Busheye,Raise Shields
Busheye,Random Starter
Busheye,Revenge Strike
Busheye,Roll Again
Busheye,Sharpen
Busheye,Slice
Busheye,Smack
Busheye,Snooze Spore
Busheye,Spit
Busheye,Splinter
Busheye,Spray
Busheye,Sprint
Busheye,Taunt
Busheye,The Old 1-2
Busheye,Trick
Busheye,Trip
Busheye,Wallop
Busheye,Wink
Busheye,Woodcutter
Huntorch,Acorn Mortar
Huntorch,AP Boost
Huntorch,AP Drain
Huntorch,AP Refund
Huntorch,AP Starter
Huntorch,AP Steal
Huntorch,Berserker
Huntorch,Bish Bash Bosh
Huntorch,Bloodlust
Huntorch,Boil
Huntorch,Burning Passion
Huntorch,Bushfire
Huntorch,Call For Help
Huntorch,Change the Record
Huntorch,Clobber
Huntorch,Coal Story
Huntorch,Compliment
Huntorch,Critical AP
Huntorch,Criticise
Huntorch,Crossfade
Huntorch,Custom Starter
Huntorch,Defend
Huntorch,Delegate
Huntorch,Desperation
Huntorch,Doc Leaf
Huntorch,Dodge
Huntorch,Double Slice
Huntorch,Double Smack
Huntorch,Elemental Coating
Huntorch,Elemental Wall
Huntorch,Energy Shot
Huntorch,Energy Wave
Huntorch,Fire Camouflage
Huntorch,Fire Coating
Huntorch,Fire Wall
Huntorch,Fireproof
Huntorch,Focus
Huntorch,Gambit
Huntorch,Gasoline Spray
Huntorch,Guzzle Fuel
Huntorch,Headshot
Huntorch,Hot Potato
Huntorch,Hypnotise
Huntorch,Incinerate
Huntorch,Inflame
Huntorch,Last Rites
Huntorch,Leech
Huntorch,Life Absorb
Huntorch,Machine Curse
Huntorch,Multi Shot
Huntorch,Multi Smack
Huntorch,Neutralise
Huntorch,New Leaf
Huntorch,Nod
Huntorch,Parry Stance
Huntorch,Peekaboo
Huntorch,Pity AP
Huntorch,Plant Camouflage
Huntorch,Plant Coating
Huntorch,Plant Resistance
Huntorch,Plant Wall
Huntorch,Poison Pollen
Huntorch,Pre-emptive Strike
Huntorch,Provoke
Huntorch,Raise Arms
Huntorch,Raise Shields
Huntorch,Random Starter
Huntorch,Rapid Fire
Huntorch,Revenge Strike
Huntorch,Roll Again
Huntorch,Scorch
Huntorch,Self-Destruct
Huntorch,Sharpen
Huntorch,Slice
Huntorch,Smack
Huntorch,Snooze Spore
Huntorch,Spit
Huntorch,Splinter
Huntorch,Spray
Huntorch,Sprint
Huntorch,Sure-Fire
Huntorch,Taunt
Huntorch,The Old 1-2
Huntorch,Trick
Huntorch,Trip
Huntorch,Wallop
Huntorch,Wink
Huntorch,Woodcutter
Hedgeherne,Acorn Mortar
Hedgeherne,AP Boost
Hedgeherne,AP Drain
Hedgeherne,AP Refund
Hedgeherne,AP Starter
Hedgeherne,AP Steal
Hedgeherne,Berserker
Hedgeherne,Bish Bash Bosh
Hedgeherne,Bloodlust
Hedgeherne,Boil
Hedgeherne,Brace for Impact
Hedgeherne,Burning Passion
Hedgeherne,Bushfire
Hedgeherne,Call For Help
Hedgeherne,Change the Record
Hedgeherne,Clobber
Hedgeherne,Coal Story
Hedgeherne,Compliment
Hedgeherne,Critical AP
Hedgeherne,Criticise
Hedgeherne,Crossfade
Hedgeherne,Custom Starter
Hedgeherne,Defend
Hedgeherne,Delegate
Hedgeherne,Desperation
Hedgeherne,Doc Leaf
Hedgeherne,Dodge
Hedgeherne,Double Slice
Hedgeherne,Double Smack
Hedgeherne,Elemental Coating
Hedgeherne,Elemental Wall
Hedgeherne,Energy Shot
Hedgeherne,Energy Wave
Hedgeherne,Final Breath
Hedgeherne,Fire Camouflage
Hedgeherne,Fire Coating
Hedgeherne,Fire Wall
Hedgeherne,Fireproof
Hedgeherne,Focus
Hedgeherne,Gambit
Hedgeherne,Gasoline Spray
Hedgeherne,Guzzle Fuel
Hedgeherne,Headshot
Hedgeherne,Hot Potato
Hedgeherne,Hypnotise
Hedgeherne,Incinerate
Hedgeherne,Inflame
Hedgeherne,Last Rites
Hedgeherne,Leech
Hedgeherne,Life Absorb
Hedgeherne,Machine Curse
Hedgeherne,Multi Shot
Hedgeherne,Multi Smack
Hedgeherne,Neutralise
Hedgeherne,New Leaf
Hedgeherne,Nod
Hedgeherne,Parry Stance
Hedgeherne,Peekaboo
Hedgeherne,Pity AP
Hedgeherne,Plant Camouflage
Hedgeherne,Plant Coating
Hedgeherne,Plant Resistance
Hedgeherne,Plant Wall
Hedgeherne,Poison Pollen
Hedgeherne,Pre-emptive Strike
Hedgeherne,Provoke
Hedgeherne,Raise Arms
Hedgeherne,Raise Shields
Hedgeherne,Random Starter
Hedgeherne,Rapid Fire
Hedgeherne,Revenge Strike
Hedgeherne,Roll Again
Hedgeherne,Scorch
Hedgeherne,Self-Destruct
Hedgeherne,Sharpen
Hedgeherne,Shield Bash
Hedgeherne,Slice
Hedgeherne,Smack
Hedgeherne,Snooze Spore
Hedgeherne,Spit
Hedgeherne,Splinter
Hedgeherne,Spray
Hedgeherne,Sprint
Hedgeherne,Status Resistance
Hedgeherne,Sturdy Armour
Hedgeherne,Sure-Fire
Hedgeherne,Taunt
Hedgeherne,The Old 1-2
Hedgeherne,Throw
Hedgeherne,Trick
Hedgeherne,Trip
Hedgeherne,Unshakeable
Hedgeherne,Wallop
Hedgeherne,Wink
Hedgeherne,Woodcutter
Terracooka,AP Boost
Terracooka,AP Drain
Terracooka,AP Refund
Terracooka,AP Starter
Terracooka,Astral Camouflage
Terracooka,Astral Coating
Terracooka,Astral Resistance
Terracooka,Astral Wall
Terracooka,Bish Bash Bosh
Terracooka,Boil
Terracooka,Bottle Volley
Terracooka,Call For Help
Terracooka,Chemical Imbalance
Terracooka,Clay-Fired
Terracooka,Clobber
Terracooka,Close Encounter
Terracooka,Coal Story
Terracooka,Compliment
Terracooka,Critical AP
Terracooka,Criticise
Terracooka,Crossfade
Terracooka,Crumble
Terracooka,Custom Starter
Terracooka,Defend
Terracooka,Delegate
Terracooka,Desperation
Terracooka,Dodge
Terracooka,Double Slice
Terracooka,Double Smack
Terracooka,Earth Camouflage
Terracooka,Earth Coating
Terracooka,Earth Resistance
Terracooka,Earth Wall
Terracooka,Elemental Coating
Terracooka,Elemental Wall
